aging_rate_pct,strategy,task_id,server_age_years,duration_s,operational_g,embodied_g,total_carbon_g,power_w,energy_kwh,timestamp
5.0,operational_only,0,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527846
5.0,operational_only,1,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527854
5.0,operational_only,2,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527857
5.0,operational_only,3,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527859
5.0,operational_only,4,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527861
5.0,operational_only,5,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527862
5.0,operational_only,6,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527863
5.0,operational_only,7,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527865
5.0,operational_only,8,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527866
5.0,operational_only,9,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527867
5.0,operational_only,10,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527869
5.0,operational_only,11,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527870
5.0,operational_only,12,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527871
5.0,operational_only,13,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527873
5.0,operational_only,14,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527874
5.0,operational_only,15,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527875
5.0,operational_only,16,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527876
5.0,operational_only,17,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527878
5.0,operational_only,18,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527879
5.0,operational_only,19,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527880
5.0,operational_only,20,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527880
5.0,operational_only,21,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527881
5.0,operational_only,22,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527882
5.0,operational_only,23,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527883
5.0,operational_only,24,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527884
5.0,operational_only,25,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527885
5.0,operational_only,26,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527886
5.0,operational_only,27,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527887
5.0,operational_only,28,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527888
5.0,operational_only,29,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527888
5.0,operational_only,30,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527889
5.0,operational_only,31,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527890
5.0,operational_only,32,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527891
5.0,operational_only,33,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527892
5.0,operational_only,34,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527893
5.0,operational_only,35,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527895
5.0,operational_only,36,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527896
5.0,operational_only,37,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527897
5.0,operational_only,38,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527898
5.0,operational_only,39,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527899
5.0,operational_only,40,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527900
5.0,operational_only,41,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527902
5.0,operational_only,42,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527903
5.0,operational_only,43,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527904
5.0,operational_only,44,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527904
5.0,operational_only,45,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527905
5.0,operational_only,46,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527906
5.0,operational_only,47,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527907
5.0,operational_only,48,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527909
5.0,operational_only,49,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527913
5.0,operational_only,50,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527914
5.0,operational_only,51,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527915
5.0,operational_only,52,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527917
5.0,operational_only,53,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527918
5.0,operational_only,54,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527919
5.0,operational_only,55,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527921
5.0,operational_only,56,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527922
5.0,operational_only,57,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527923
5.0,operational_only,58,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527924
5.0,operational_only,59,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527926
5.0,operational_only,60,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527927
5.0,operational_only,61,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527928
5.0,operational_only,62,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527929
5.0,operational_only,63,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527931
5.0,operational_only,64,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527933
5.0,operational_only,65,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527935
5.0,operational_only,66,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527936
5.0,operational_only,67,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527937
5.0,operational_only,68,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527938
5.0,operational_only,69,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527939
5.0,operational_only,70,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527940
5.0,operational_only,71,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527942
5.0,operational_only,72,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527943
5.0,operational_only,73,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527944
5.0,operational_only,74,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527945
5.0,operational_only,75,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527947
5.0,operational_only,76,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527948
5.0,operational_only,77,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527950
5.0,operational_only,78,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527951
5.0,operational_only,79,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527952
5.0,operational_only,80,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527954
5.0,operational_only,81,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527956
5.0,operational_only,82,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527957
5.0,operational_only,83,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527958
5.0,operational_only,84,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527960
5.0,operational_only,85,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527961
5.0,operational_only,86,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527962
5.0,operational_only,87,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527963
5.0,operational_only,88,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527964
5.0,operational_only,89,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527965
5.0,operational_only,90,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527966
5.0,operational_only,91,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527967
5.0,operational_only,92,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527968
5.0,operational_only,93,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527970
5.0,operational_only,94,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527971
5.0,operational_only,95,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527972
5.0,operational_only,96,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527973
5.0,operational_only,97,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527974
5.0,operational_only,98,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527975
5.0,operational_only,99,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527978
5.0,operational_only,100,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527979
5.0,operational_only,101,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527981
5.0,operational_only,102,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527982
5.0,operational_only,103,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527983
5.0,operational_only,104,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527984
5.0,operational_only,105,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527985
5.0,operational_only,106,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527986
5.0,operational_only,107,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527987
5.0,operational_only,108,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527988
5.0,operational_only,109,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527991
5.0,operational_only,110,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527992
5.0,operational_only,111,0.5,14400.0,171.09300000000002,54.20944558521561,225.30244558521562,66.625,0.2665,2025-11-09T22:21:52.527993
